studyid,TCid,IPT,author,comparison,VarPair,n_r1,n_t,n_c,rga,yi,vi,CMA_O,CMB_O,CMC_O,CMD_O,CME_O,CML2_O,CML29_O
840,1,0,Yu & Seligman (2002),CBT-g v. WL,3_MA_3_MA,215,NA,NA,1,NA,NA,0,0,0,0,0,0,0
840,1,0,Yu & Seligman (2002),CBT-g v. WL,3_MC_3_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
840,1,0,Yu & Seligman (2002),CBT-g v. WL,3_ME_3_ME,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
840,1,0,Yu & Seligman (2002),CBT-g v. WL,3_ML2_3_ML2,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,0_1_1_MA,171.5,88.25,83.25,-0.093905101,-0.189343571,0.023476199,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,0_1_1_MB,173,89,84,-0.019485193,-0.038994076,0.023145112,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,0_1_1_ME,173,89,84,-0.070538654,-0.141695964,0.023209965,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,0_1_1_ML2,173,89,84,-0.06360872,-0.127528864,0.023187722,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,0_1_3_MA,168,87.25,80.75,0.166101479,0.337540328,0.024211361,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,0_1_3_MB,173,89,84,0.187140311,0.381171116,0.023560634,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,0_1_3_ME,173,89,84,0.1808319,0.367978095,0.0235342,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,0_1_3_ML2,173,89,84,0.038191155,0.07647002,0.023157618,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_MA_1_MA,171,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_MA_1_O,170.75,NA,NA,0.547125,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_MA_3_MA,166,NA,NA,0.566175,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_MA_3_O,165,NA,NA,0.35495,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_MB_1_MB,165,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_MB_1_O,165,NA,NA,0.362,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_MB_3_MB,142,NA,NA,0.2796,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_MB_3_O,159,NA,NA,0.1433,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_MC_1_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_ME_1_ME,171.3333333,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_ME_1_O,171.3333333,NA,NA,0.3932,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_ME_3_ME,165,NA,NA,0.56715,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_ME_3_O,165.3333333,NA,NA,0.190766667,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_ML2_1_ML2,171,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_ML2_1_O,171,NA,NA,0.3313,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_ML2_3_ML2,165,NA,NA,0.6415,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_ML2_3_O,165,NA,NA,0.2558,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_O_3_MA,167,NA,NA,0.314725,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_O_3_MB,146,NA,NA,0.0324,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_O_3_ME,166,NA,NA,0.2053,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,1_O_3_ML2,166,NA,NA,0.2216,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,3_MA_3_MA,168,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,3_MA_3_O,166.5,NA,NA,0.5689,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,3_MB_3_MB,147,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,3_MB_3_O,146,NA,NA,0.2121,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,3_MC_3_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,3_ME_3_ME,167,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,3_ME_3_O,167,NA,NA,0.4616,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,3_ML2_3_ML2,167,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,1,0,Stice et al. (2008),CBT-g v. NT,3_ML2_3_O,167,NA,NA,0.3959,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,0_1_1_MA,161.75,78.5,83.25,-0.009980922,-0.020058547,0.02477171,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,0_1_1_MB,164,80,84,0.052044981,0.104262239,0.024437904,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,0_1_1_ME,164,80,84,0.003824363,0.007651486,0.024406035,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,0_1_1_ML2,164,80,84,-0.120283993,-0.242399508,0.024583901,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,0_1_3_MA,156.5,75.75,80.75,0.038170415,0.076615827,0.025669159,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,0_1_3_MB,164,80,84,-0.017361125,-0.034737818,0.024408441,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,0_1_3_ME,164,80,84,0.004519582,0.009064118,0.024424952,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,0_1_3_ML2,164,80,84,-0.089107525,-0.178980062,0.024502426,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_MA_1_MA,162,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_MA_1_O,161.5,NA,NA,0.521875,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_MA_3_MA,154.5,NA,NA,0.65225,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_MA_3_O,153.25,NA,NA,0.45625,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_MB_1_MB,159,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_MB_1_O,158,NA,NA,0.2917,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_MB_3_MB,137,NA,NA,0.2823,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_MB_3_O,151,NA,NA,0.1372,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_MC_1_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_ME_1_ME,163.3333333,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_ME_1_O,162.3333333,NA,NA,0.380066667,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_ME_3_ME,154,NA,NA,0.67465,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_ME_3_O,154.3333333,NA,NA,0.304866667,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_ML2_1_ML2,164,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_ML2_1_O,163,NA,NA,0.2926,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_ML2_3_ML2,155,NA,NA,0.7016,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_ML2_3_O,155,NA,NA,0.1778,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_O_3_MA,155.25,NA,NA,0.385975,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_O_3_MB,139,NA,NA,0.1063,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_O_3_ME,154,NA,NA,0.2432,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,1_O_3_ML2,154,NA,NA,0.2357,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,3_MA_3_MA,156.25,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,3_MA_3_O,154,NA,NA,0.54725,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,3_MB_3_MB,140,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,3_MB_3_O,137,NA,NA,0.2565,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,3_MC_3_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,3_ME_3_ME,155,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,3_ME_3_O,155,NA,NA,0.40595,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,3_ML2_3_ML2,155,NA,NA,1,NA,NA,0,0,0,0,0,0,0
844,2,0,Stice et al. (2008),CBT-b v. NT,3_ML2_3_O,155,NA,NA,0.3072,NA,NA,0,0,0,0,0,0,0
845,1,0,Gillham et al. (2006),CBT-g v. UC,0_1_1_MA,247,139.5,107.5,-0.030176742,-0.061385445,0.016525279,0,0,0,0,0,0,0
845,1,0,Gillham et al. (2006),CBT-g v. UC,0_1_3_MA,210,108.5,101.5,0.054234957,0.108867808,0.019117615,0,0,0,0,0,0,0
845,1,0,Gillham et al. (2006),CBT-g v. UC,1_MA_1_MA,247,NA,NA,1,NA,NA,0,0,0,0,0,0,0
845,1,0,Gillham et al. (2006),CBT-g v. UC,1_MC_1_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
845,1,0,Gillham et al. (2006),CBT-g v. UC,1_ME_1_ME,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
845,1,0,Gillham et al. (2006),CBT-g v. UC,1_ML2_1_ML2,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
845,1,0,Gillham et al. (2006),CBT-g v. UC,3_MA_3_MA,210,NA,NA,1,NA,NA,0,0,0,0,0,0,0
845,1,0,Gillham et al. (2006),CBT-g v. UC,3_MC_3_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
845,1,0,Gillham et al. (2006),CBT-g v. UC,3_ME_3_ME,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
845,1,0,Gillham et al. (2006),CBT-g v. UC,3_ML2_3_ML2,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,0_1_1_MA,44,22,22,-0.320748001,-0.677280403,0.09612169,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,0_1_1_ME,41.33333333,21.66666667,19.66666667,0.018176999,0.036496997,0.097274021,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,0_1_1_ML2,39,22,17,0.035981528,0.07536376,0.105663308,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,0_1_3_MA,36,19,17,0.220543087,0.452920601,0.114304234,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,0_1_3_ME,33,16.66666667,16.33333333,0.257279302,0.536688441,0.127828508,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,0_1_3_ML2,37,19,18,0.069286907,0.148903891,0.111051657,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,1_MA_1_MA,44,NA,NA,1,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,1_MA_1_O,44,NA,NA,0.666,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,1_MA_3_MA,34,NA,NA,0.353,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,1_MA_3_O,35,NA,NA,0.157,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,1_MC_1_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,1_ME_1_ME,41,NA,NA,1,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,1_ME_1_O,41,NA,NA,0.020666667,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,1_ME_3_ME,29.33333333,NA,NA,0.496,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,1_ME_3_O,33.33333333,NA,NA,0.018333333,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,1_ML2_1_ML2,39,NA,NA,1,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,1_ML2_1_O,39,NA,NA,0.2115,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,1_ML2_3_ML2,31,NA,NA,0.133,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,1_ML2_3_O,31,NA,NA,0.1105,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,1_O_3_MA,36,NA,NA,-0.032,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,1_O_3_ME,32.33333333,NA,NA,-0.265666667,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,1_O_3_ML2,37,NA,NA,0.004,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,3_MA_3_MA,36,NA,NA,1,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,3_MA_3_O,36,NA,NA,0.711,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,3_MC_3_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,3_ME_3_ME,32.33333333,NA,NA,1,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,3_ME_3_O,32.33333333,NA,NA,0.166666667,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,3_ML2_3_ML2,37,NA,NA,1,NA,NA,0,0,0,0,0,0,0
950,1,1,Rosselló & Bernal (1999),IPT-i v. WL,3_ML2_3_O,37,NA,NA,0.1505,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,0_1_1_MA,47,25,22,-0.353429003,-0.757169042,0.091553534,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,0_1_1_ME,43,23.33333333,19.66666667,-0.0960433,-0.197940054,0.094908334,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,0_1_1_ML2,40,23,17,0.091039217,0.191874218,0.104045861,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,0_1_3_MA,39,22,17,-0.057048652,-0.115234378,0.104448318,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,0_1_3_ME,34.33333333,18,16.33333333,-0.009909854,-0.018561725,0.119733757,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,0_1_3_ML2,38,20,18,0.121853165,0.246039453,0.106375696,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,1_MA_1_MA,47,NA,NA,1,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,1_MA_1_O,47,NA,NA,0.662,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,1_MA_3_MA,38,NA,NA,0.537,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,1_MA_3_O,38,NA,NA,0.425,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,1_MC_1_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,1_ME_1_ME,42.33333333,NA,NA,1,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,1_ME_1_O,42.66666667,NA,NA,0.156666667,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,1_ME_3_ME,29.66666667,NA,NA,0.466,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,1_ME_3_O,34.66666667,NA,NA,0.033666667,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,1_ML2_1_ML2,40,NA,NA,1,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,1_ML2_1_O,40,NA,NA,0.296,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,1_ML2_3_ML2,31,NA,NA,0.553,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,1_ML2_3_O,32,NA,NA,0.3015,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,1_O_3_MA,39,NA,NA,0.465,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,1_O_3_ME,33.66666667,NA,NA,-0.037,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,1_O_3_ML2,38,NA,NA,0.18,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,3_MA_3_MA,39,NA,NA,1,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,3_MA_3_O,38,NA,NA,0.68,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,3_MC_3_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,3_ME_3_ME,33.66666667,NA,NA,1,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,3_ME_3_O,33.33333333,NA,NA,0.093,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,3_ML2_3_ML2,38,NA,NA,1,NA,NA,0,0,0,0,0,0,0
950,2,0,Rosselló & Bernal (1999),CBT-i v. WL,3_ML2_3_O,38,NA,NA,0.19,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,0_1_1_MA,212.375,104.625,107.75,0.113972874,0.230867374,0.019013037,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,0_1_1_MC,203.5,100.5,103,-0.008534042,-0.017087061,0.019665914,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,0_1_1_MD,207,100,107,0.007319134,0.014647037,0.019346313,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,0_1_1_ME,216,107,109,0.011077341,0.022156991,0.018521243,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,0_1_1_ML2,191.8571429,95.57142857,96.28571429,0.01118997,0.022120336,0.021685727,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,0_1_1_ML29,205.5,100.5,105,0.086254576,0.175360899,0.019631135,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,0_1_3_MA,182.25,89.125,93.125,0.048515787,0.097353368,0.022003324,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,0_1_3_MC,179,88,91,0.022758139,0.045534466,0.022358439,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,0_1_3_MD,179,88,91,-0.00238612,-0.004772924,0.022352711,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,0_1_3_ME,185,91,94,-0.040026044,-0.080126826,0.021644661,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,0_1_3_ML2,165.2857143,81.28571429,84,-0.003056507,-0.005867777,0.025027041,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,0_1_3_ML29,179,89,90,0.062143663,0.124529956,0.022390384,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_MA_1_MA,212.375,NA,NA,1,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_MA_1_O,209.9166667,NA,NA,0.35247486,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_MA_3_MA,176.75,NA,NA,0.583420156,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_MA_3_O,178.96875,NA,NA,0.201860986,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_MC_1_MC,204,NA,NA,1,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_MC_1_O,201.5,NA,NA,0.080341982,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_MC_3_MC,169,NA,NA,0.490352669,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_MC_3_O,173.5,NA,NA,0.047968495,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_MD_1_MD,207,NA,NA,1,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_MD_1_O,205,NA,NA,0.210685451,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_MD_3_MD,171,NA,NA,0.400976946,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_MD_3_O,175.25,NA,NA,0.118750781,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_ME_1_ME,216,NA,NA,1,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_ME_1_O,211,NA,NA,0.024681739,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_ME_3_ME,180,NA,NA,0.608491927,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_ME_3_O,180.25,NA,NA,-0.039581424,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_ML2_1_ML2,191.8571429,NA,NA,1,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_ML2_1_O,189.2857143,NA,NA,0.072472696,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_ML2_3_ML2,152.7142857,NA,NA,0.617963814,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_ML2_3_O,163.8214286,NA,NA,0.099551525,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_ML29_1_ML29,205.5,NA,NA,1,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_ML29_1_O,203.5,NA,NA,0.193425308,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_ML29_3_ML29,172,NA,NA,0.364632469,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_ML29_3_O,175.5,NA,NA,0.084232954,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_O_3_MA,179.8333333,NA,NA,0.251284209,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_O_3_MC,177.3333333,NA,NA,0.003814707,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_O_3_MD,177.3333333,NA,NA,0.118618194,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_O_3_ME,182.3333333,NA,NA,0.002703388,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_O_3_ML2,163.3333333,NA,NA,0.014282255,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,1_O_3_ML29,177,NA,NA,0.107630748,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,3_MA_3_MA,182.25,NA,NA,1,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,3_MA_3_O,180.84375,NA,NA,0.362108399,NA,NA,0,0,0,0,0,0,0
971,1,0,TADS Team (2004),CBT-i v. PP,3_MC_3_MC,179,NA,NA,1,NA,NA,0,0,0,0,0,0,0
